Predicted labels before feature engineering,Predicted labels after feature engineering,No of new features,feature_3,feature_4,feature_8,feature_11,feature_15,feature_21,feature_23,feature_24,feature_26,feature_28,feature_35,feature_36,feature_42,feature_44,feature_46,feature_51,feature_58,feature_60,feature_63,feature_76,feature_86,feature_90,feature_93,feature_99,feature_102,feature_107,feature_109,feature_111,feature_113,feature_117,feature_122,feature_128,feature_136,feature_139,feature_143,feature_145,feature_151,feature_154,feature_166,feature_174,feature_178,feature_182,feature_187,feature_189,feature_201,feature_207,feature_209,feature_213,feature_219,feature_222,feature_223,feature_226,feature_229,feature_232,feature_233,feature_234,feature_237,feature_238,feature_244,feature_256
23.0,23.0,,-1.308300614,-1.023217201,-0.15246512,-0.592653573,-1.445192814,-0.475184709,0.130252585,3.365103245,1.297585607,-0.24647513,0.204141229,-1.327113032,0.248045355,-1.860381365,0.361966938,-0.747888446,1.36501193,-2.429506063,-0.908261895,2.367571115,0.655379236,-1.851744294,-1.343577504,-0.879919052,-2.667208672,0.567938328,0.859936237,-0.084643319,-0.56262219,-0.645084381,0.396836042,-0.114791982,-1.628226519,1.398063064,-0.208261997,0.818516493,-1.623913765,0.197203383,-0.146867886,2.600676537,-2.602254152,1.210221648,0.272818893,-0.294920415,-0.797196269,-1.839727283,1.486345053,1.491187572,-1.370110631,-0.792050779,-0.60867703,-2.857348204,1.083673716,-0.866367817,-0.773624897,-0.575416267,1.262288094,-1.099430799,-1.574082732,-1.924446702
26.0,26.0,,-0.51843977,0.496418238,-0.310176313,-0.505181193,0.083577417,-1.292404413,0.005440383,-0.156107575,0.25732699,-0.384895384,1.317482948,-1.541877985,2.708534718,1.359620214,-0.610523939,0.397859186,-1.741960287,1.347546935,-0.563373685,2.005604267,-1.877579689,-0.57579267,0.087519415,0.258977294,-2.6983428,1.603299618,0.834665895,-1.734771609,1.108020067,2.611303329,-0.733797014,1.51706481,-1.012396216,1.921186805,-1.077376842,0.746519566,-0.415474713,0.550075054,-2.85095644,1.113936186,-1.263756871,1.98748672,-0.038007852,-0.905544519,-2.460426331,0.802256346,2.88440299,-0.837194562,-2.022799253,-0.218796313,1.755019188,-0.194179922,-1.939296007,0.578707278,-3.042022943,-3.337298393,-0.27497384,-1.378136158,1.975468516,-1.774103045
26.0,26.0,,-0.030947169,1.019803047,0.723959208,0.173448205,-1.147061706,-1.296082735,-1.982873678,1.543023109,0.44759199,0.136612251,1.233728766,-2.91168046,1.143671155,1.943238378,0.928425133,1.38988781,0.328438848,0.389573395,0.928019762,2.010612726,-0.874312222,-0.437295824,-0.503080785,1.230372071,-3.508197784,0.187399164,-1.761569023,-0.507303059,1.187659502,0.802375972,-0.503036916,-0.178754821,-1.410467505,1.301899314,-0.189919576,1.684041381,-0.520534635,0.89662534,-4.139260292,2.673158169,-2.723915339,2.580646038,-0.78035295,-2.166226864,-3.408949137,-1.022385955,2.629322052,0.20292066,-2.400207758,-0.150810748,-0.173024237,-1.592345834,0.526980758,-0.668321788,-5.438934326,-1.64971137,1.366631746,-2.087427139,0.532546043,-3.169916868
26.0,26.0,,-1.59001255,1.00622201,-0.386727154,-0.267043293,-1.777105451,-0.98259002,-1.156639099,0.501000524,1.379036784,-1.52363646,2.8622365,-1.395900249,1.599177837,1.41701138,0.893048286,1.666525841,0.060347654,-0.626499355,0.169577628,2.281112432,-1.708028316,-1.910521865,-1.627487779,-0.464733601,-2.733636618,0.638958573,-0.044816494,-1.088224053,1.2172755,3.181220293,-1.055582881,0.80406189,-0.474045545,1.409284234,-1.442452312,2.451669455,-1.809351206,1.653102994,-3.067351818,0.067516178,-4.124465942,2.489533186,0.619063854,-0.595530927,-2.399957657,-0.201748818,1.88210547,0.330802858,-2.543119431,-0.584790528,-0.224640772,0.177369446,-1.690853357,-0.385699004,-3.47917366,-1.122672677,0.483895719,-2.146651745,-0.185594931,-2.762527227
26.0,26.0,,-0.382659197,1.13632071,1.902679682,-0.343307436,-0.17365782,-0.27562502,-0.14108941,1.004827976,-0.403147817,-0.457441062,0.830696821,-1.091351986,1.522518635,1.34812057,0.540805757,2.07439065,0.711530209,1.042743087,0.354586273,2.021158934,-0.361710578,-2.601805449,-1.540188909,-0.989372671,-3.122401476,-0.093480922,-0.439092904,-1.535889268,0.029309943,-0.432981133,-0.050104566,-0.130226731,-0.457853198,2.101812601,-0.246000603,0.486843377,-1.180259824,0.56200844,-1.400134325,-0.047080692,-5.583829403,1.790187716,-1.503993869,-1.342759252,0.942714214,-1.492750645,0.946694255,0.547563612,-3.471886158,1.631196499,0.188041002,0.120210081,0.970382273,-0.839360714,-2.46862483,0.590971351,0.280488551,-1.069464684,-0.324402362,-2.992089272
26.0,26.0,,-3.552587271,2.700169086,0.362564117,-0.521090567,-0.695513606,-2.89386487,-2.500529051,-0.084335275,2.119730711,1.079876781,0.088806152,-1.779229164,3.170334578,2.288682461,-0.709390521,2.931255341,0.745730937,-0.999291658,-2.68569231,2.050379992,-1.456715345,-0.371000141,-0.950794101,-1.41005671,-2.237335682,0.195580646,1.470718622,-1.801844835,3.393291712,1.502568364,-1.623611212,1.024384856,-0.355911791,1.139844298,-0.953379095,1.612779498,1.784300566,1.253354549,-2.380194664,-0.570501328,-4.549976349,3.283503294,-1.243445754,-1.680469036,-3.514163256,-1.360718012,2.008846998,1.291205764,-2.291548252,1.927958727,0.798340559,-1.03571701,0.033096589,-0.467341632,-1.925867319,-0.275082529,0.007885075,-1.351428747,-0.719347954,-2.717935085
26.0,26.0,,-1.903734326,1.549286604,0.497282982,-0.249704763,-0.975005388,-1.831844687,-0.044308148,0.41198808,1.141633987,-0.037759393,1.841494322,-2.069274902,1.459265471,1.817179441,0.776168525,0.67810154,0.798876524,0.954477966,-0.351885289,2.107528925,-1.614749789,-1.831736088,0.044372138,-0.941615641,-2.716338158,1.841932774,0.136690915,-1.304756403,1.351594329,1.207010508,-0.85895586,-0.710259378,-0.897201777,2.81927228,-0.936068594,1.760346413,-0.627441585,0.712824345,-1.568683267,0.88624078,-3.690228462,3.107776165,-2.086027622,0.005772054,-2.619379759,-3.00705719,2.807789326,1.556166649,-2.535943508,0.123295724,1.060571909,-1.377042532,-1.161223531,0.545093954,-4.991324425,-0.819809914,-0.107082605,-1.956880093,-0.616902828,-3.86703825
26.0,26.0,,-2.575584888,1.968673825,0.233957082,0.01621351,-0.806071758,-1.942615271,-1.917206526,0.824170649,1.424546242,0.338724315,0.888830304,-1.312576056,2.393157721,1.757339716,1.190057397,0.925649285,0.857525647,-0.562948585,-1.255411267,2.874951363,-1.383323193,-0.832969546,0.13850385,-0.63821739,-2.949685335,0.178640008,1.859625816,-1.187537193,2.90442872,2.652345896,-0.912212431,2.226966619,0.038802732,0.606594861,-0.757493198,0.702679515,0.809570968,1.323261619,-3.688714743,0.324888736,-4.289525986,2.121011972,-0.447213829,-0.50503993,-3.574343204,-0.219564006,4.000402451,-0.265815228,-2.465802908,0.175521597,0.244008765,-1.671399355,-0.767028987,-0.925148606,-2.876387596,-0.1015497,-0.16944541,-0.915929317,0.237055138,-2.327871561
26.0,26.0,,0.813116074,1.467951179,1.728521705,0.359253466,-0.78672725,-1.05864656,-0.461780339,0.481505454,-0.54137969,-0.077737682,-0.049247455,-2.860720158,1.928689241,1.752437949,1.017676473,1.412427545,1.701638341,0.837147355,-1.736464143,1.317784429,-1.301633,-1.988794804,0.400351495,0.061229546,-0.029699739,1.554512143,-0.061185297,-1.642150044,1.288669705,0.70983237,0.293476731,-0.576778054,0.691743493,3.078297377,-1.396173,1.698231459,-0.928311169,0.401179284,-2.139092445,0.226128742,-2.515002728,1.639968991,-1.376663208,-0.122615494,-0.278509408,-2.097648859,1.880926847,1.797138691,-3.962843895,-1.373250127,1.913156271,-0.305414677,0.207411334,-0.159916744,-4.006573677,-1.31735754,1.57393074,-2.256726503,-0.625443518,-4.846221924
33.0,33.0,,0.187447459,-0.69644326,0.536302626,0.254029602,-1.185353518,-0.810503662,-1.204137325,1.052246571,0.493026733,0.246972948,-2.77540493,0.495477676,1.179887772,-1.258459091,-0.760098279,1.62509656,-0.585142195,-0.074348561,-0.471533954,0.874390006,0.299715906,-2.08533144,0.713423967,0.44987154,-1.473520041,0.473597914,0.804907799,-1.931277394,-0.743074179,-1.109372258,2.133525133,0.192074165,-1.222914815,0.60277909,1.838494301,-0.725882947,-1.652263165,-1.366747141,-1.248655319,1.620768785,0.562819004,0.165503681,-0.922636211,-1.127666354,0.787115693,0.202424631,-0.046931185,-2.017082691,-0.166741416,-0.074563272,0.570605099,0.000594515,1.432962656,0.41687566,1.74580431,-0.783405721,1.171106458,1.342434049,3.465295792,0.964517951
33.0,33.0,,-0.172255114,-2.358314991,0.779425681,-0.351615578,-1.694963694,-0.672392249,-1.088346124,2.556891441,0.974375546,0.336276978,-2.250357151,0.810319901,1.615989685,-2.348353386,-1.392092109,1.458765864,0.228399947,-0.425593674,-1.129478455,1.90719831,1.323675513,-2.554991245,-0.545159042,0.065097257,-2.341310024,0.256732672,1.086705804,0.118215561,-0.71751821,-1.674986601,1.771188378,0.376316786,-0.888094246,0.912842393,3.150975943,1.2421453,-1.19287467,-2.907105684,-1.426258922,2.482954025,-1.20307374,-0.13769874,0.399653345,-1.668600082,1.803201437,0.118274532,0.809502423,-1.816817641,-0.071299888,-0.1292613,0.137219995,-1.028426647,1.126824617,0.729150116,1.122029305,-1.625519037,0.055129312,1.361026406,3.864246368,1.232323289
33.0,33.0,,-0.417079896,-0.020979745,0.535957813,-0.763113976,-0.276779324,-0.772659838,2.202121019,1.714754462,0.708239853,0.566629469,-1.700074434,1.198142409,-0.394549161,-2.121271372,0.410450459,-0.730276644,-0.401921004,-0.834739089,-3.122164249,-0.482021064,-0.629678547,-1.949311972,1.466048241,0.540614426,-2.998809338,-0.775081336,0.735581934,-2.378022671,-0.263672143,-2.495550394,1.183379054,1.707660079,-0.387214184,-0.046169963,1.636322975,1.453908324,-0.994551778,0.297055513,-0.654500484,1.326479077,-0.367380202,1.603057265,1.300715208,-0.393443644,0.535078943,-0.484353065,0.309462577,0.066465244,-0.363164485,0.095262252,-0.391636461,0.518319726,1.467276573,0.915623248,2.464365244,0.116906643,-0.089649402,1.310610652,0.1324016,-0.737406313
33.0,33.0,,0.533368468,-2.16939044,2.696813345,0.676893413,-0.564851999,0.496133596,1.406015873,3.49955225,2.305426598,0.869906962,-2.962172985,0.240469828,2.262057781,-1.789266467,-0.691591918,0.472083122,-0.857849777,-0.044679437,-1.883525491,-0.161517188,0.356153965,-1.944583416,-0.647049844,0.80445677,-1.957787156,0.762271881,1.077406168,1.526536226,-0.352379918,-2.397770882,0.317922801,0.137517378,-2.643221378,0.79285717,1.225055456,1.235721946,-0.931217194,-2.933982372,-2.352920532,1.498849869,-2.247364521,0.350672632,1.984574199,-0.497349501,0.233290523,1.378648162,0.371642977,-1.828172684,-0.225528613,1.159848571,-0.546350658,0.04706677,0.264484495,0.362754881,0.108859465,-1.800042629,0.858374476,1.910816312,2.677152157,2.523188829
33.0,33.0,,-1.134431362,1.284699678,0.15659669,-0.460938901,0.527485192,-0.383475929,-0.941862643,0.688664854,1.28933394,-0.961511314,-1.01172936,2.041682482,1.013976932,-3.256263256,0.409979522,2.062667131,0.613408804,-1.832758307,-2.368017912,0.09683159,0.623014331,-2.563282251,-0.475339711,-0.412238628,-0.971831977,-0.825190544,1.030133367,-0.889229953,-2.295684576,-0.746704996,-1.499091387,-0.251702964,-0.723245502,0.139653653,0.780976236,1.162345171,-0.36829859,0.339457333,-0.074225649,-1.046740055,-1.863171101,2.553015232,0.5422647,-2.146358252,-0.008191236,0.255003452,-1.128987193,-1.034795165,-1.352273941,-0.317397118,-0.513707459,-0.445657998,0.352086395,0.245578796,2.548876524,1.786885381,-0.751618743,1.019745231,-0.347133815,-0.92640245
33.0,33.0,,-0.774547815,-0.334165037,0.126719534,0.153269291,0.256588727,0.732455134,1.006110668,1.554685116,1.137293935,0.203394622,-1.69863832,1.639804482,1.238306522,-2.649678707,0.643853664,0.156426311,-0.323355377,-0.18067956,-1.911449909,-0.586359024,0.61411351,-1.298462391,-1.424776793,0.882908046,-2.306504011,-1.785487056,1.416891575,-1.429615021,0.054873973,-0.03302218,-0.446453154,0.315609694,-2.062054634,0.482903898,0.705366731,1.332333565,-1.356679797,1.161364675,0.323320568,0.165201426,-2.191340923,1.754404306,-0.077194512,0.161390036,0.879459381,0.017737709,0.004303057,1.155769825,-0.999275804,0.045293927,0.74248302,0.556795359,1.422337413,0.133673549,1.317139149,0.873731256,-0.300370932,0.666567743,-1.390922189,0.073634654
33.0,33.0,,-0.912824631,0.13636604,1.35721004,-1.176117063,-2.06661129,-0.342270374,0.078526318,2.703396797,0.246632829,-0.503699183,-1.282787919,1.771070957,0.903055727,-3.03650403,0.157326698,-0.242093116,0.04848285,-1.675662875,-2.091524124,-0.315268695,-1.059134483,-3.187219381,0.45410955,1.385843396,0.232035011,0.292580515,0.266959757,-2.392019272,-0.744436681,-1.165359378,0.767049551,0.823881924,-2.724072933,0.3361229,0.402094305,0.864386678,-1.994395137,0.206332967,0.222475126,1.228606105,-2.651278257,2.703591585,0.78343606,-1.364771008,0.825534642,-0.202251777,0.240659446,-0.382196218,-1.216250539,0.910030663,-2.101921558,0.63203764,0.678142548,0.7031129,2.419271469,1.088597059,0.045016114,-0.371986657,0.249921247,-0.502541244
33.0,33.0,,-0.275169879,-0.904655099,1.189189911,-1.183803916,-1.25053215,-1.192755938,0.158942506,3.565446138,0.569724143,-0.50734061,-1.23060143,-0.237775236,1.429525375,-1.121569395,-1.35376358,1.340332747,-0.807439029,0.068845429,-1.795650125,0.191851556,-0.802782297,-1.810618162,-1.027148128,0.863594949,-2.508944273,0.741198957,0.803144217,-0.169766694,1.079394579,-1.517343402,-0.774176896,0.626968086,-0.108996898,0.616970837,1.672748923,0.794645905,-1.644763708,-2.305025339,-1.417855024,1.841580868,-3.058805227,0.391208977,0.397061467,-0.980615556,0.92488873,-0.401870191,0.581345141,-0.8896088,-1.026728749,-1.11413312,-1.919361115,0.68751055,0.475452989,-0.827097654,-0.123778008,-0.677873969,1.855849028,0.174992621,2.029643059,-0.219821692
33.0,33.0,,-0.951654613,0.286207885,0.381546199,0.35808602,0.218365923,-1.016900182,-0.314087033,0.458537459,0.793329477,1.081415653,-0.007639928,2.745945692,1.125607371,-2.409787178,0.469946176,0.935795546,0.093761094,-0.909598589,-2.06168437,0.413503081,1.594901204,-1.500593305,0.172590151,0.684136152,-0.237117857,-1.364370823,1.507199407,-2.543813467,0.42798841,-0.806356072,0.010010286,-0.443846017,0.853466213,2.042088985,2.529233932,0.523826957,-0.501195848,-0.84451884,-0.924360275,1.412523389,-0.630414486,0.820670366,-0.614088595,-0.327691048,0.155736312,-0.986951292,1.229985476,0.257109672,1.460229039,1.736358643,0.763091147,0.619734824,0.603080571,-0.247782484,4.302008152,-0.261407524,-0.338634133,0.834261835,-0.117468946,-0.610869229
33.0,33.0,,-1.231849909,-0.91747576,-0.499141186,-1.099957347,-1.484870553,-1.70820272,-0.55792588,1.787671924,1.1385535,1.509623051,-0.353306711,1.286803603,2.535351038,-1.210572481,0.290239066,2.259268761,-0.591515064,0.896815896,-0.486622453,1.246650219,-0.213629782,-3.106261969,-1.137750626,0.874585748,-1.301763415,0.137519941,-0.614205778,-0.649614155,0.152376786,-1.136493325,0.422665387,-0.542031705,-0.701501667,1.378401875,2.027746439,1.585851789,-1.876049876,-0.757566988,-1.316919327,1.699178696,-2.826599598,0.454830617,-1.317361355,-1.086085439,-0.91042465,-0.753469408,0.118228026,-0.577560842,-0.24307543,0.291578561,0.119888932,-0.345405966,0.630319059,-1.147822618,0.698597372,-1.129111409,1.781943202,0.341829896,0.98989749,0.998720706
33.0,33.0,,0.394304603,0.752450168,-0.272518009,0.576887548,1.445741773,-1.631187677,1.055341363,-0.170023218,0.322452128,1.320736051,-0.759208918,3.092144489,-0.286631912,-2.958331585,1.502367377,1.843399763,0.947857916,-0.181145847,-1.910701156,0.88234812,1.461304307,-1.135480404,0.657483935,0.839646101,-1.064378738,-1.476673841,2.190309048,-2.351978779,0.381511331,-1.438891053,1.532923579,0.212284699,0.014705321,1.976973772,2.150904179,0.698075652,-0.686508119,-0.271418929,-1.533684134,2.424640656,1.374119043,0.58025974,0.453189373,-0.704328835,1.365579605,-1.448781013,1.374920964,-0.576668978,1.761456609,0.056207284,1.647101641,-0.071273059,1.250447154,-1.603059292,3.414359093,0.580088377,-0.351438284,1.013899088,0.589783192,-0.94534272
33.0,33.0,,0.299889028,-0.002341683,0.03665584,-0.873259246,-2.09956336,-1.870606661,-0.400981098,-0.536528945,-0.15930903,0.935442626,-2.065227509,1.675971508,1.439933181,-3.337270737,-0.548590243,1.61520052,-0.638154447,-0.96476537,-3.159304619,0.56656146,-0.041262846,-2.960105896,-1.124602079,-0.146686167,0.232905716,-0.877160966,0.657003999,-1.2200284,-0.961169899,0.6899032,2.126787663,-0.856677055,0.637748301,1.017916441,0.492651403,1.560521007,-1.447393894,-0.830106318,-0.890589833,1.278928876,1.76812911,0.84231174,0.298623681,0.261463255,0.122352242,-1.263074756,1.02007854,1.36330533,0.487230361,1.033375978,1.435902357,0.509848833,1.840749025,0.377790093,2.59673667,0.038646284,1.741595864,-1.62558794,1.386733651,-0.410898596
33.0,33.0,,-0.250876993,-0.764579833,0.774736643,-1.031146169,-1.826922178,-0.841216266,-1.942766428,1.629897714,0.877977014,0.832617402,-1.957378745,2.119258404,0.886353672,-3.000677109,-0.972538948,1.967028618,-0.851711631,-0.928394318,-1.327769756,1.007187247,1.396701097,-1.87120223,-1.441897511,1.160398722,-1.536543131,-0.510336399,-0.0200989,-0.310497522,-0.894968808,-1.145227075,2.397036791,-0.044142485,-1.369779229,2.075320244,2.120960712,0.586995959,-0.984589577,-2.980204821,-1.353388429,1.909369469,0.10313268,-0.285150051,-0.194040492,-0.127260596,1.324329734,-0.071252823,0.390434206,-1.491442442,0.122166276,0.98076278,1.143666625,0.37793979,1.240476012,-0.815786541,1.363506556,-0.784217954,1.733113289,0.226896435,2.543612242,1.251432061
32.0,32.0,,0.581143737,-0.388348788,-1.900370717,-0.133484453,1.419511795,-1.980080605,-1.595472217,-0.928624928,0.985730588,0.488437712,-1.344139814,1.851297379,2.003521681,-1.590884805,-1.631825805,1.062794328,-1.264244318,-0.582848489,-0.258170635,0.415259242,-1.361003518,-0.327946007,0.854645252,-1.78049159,-1.20633471,0.036328781,0.201512232,-1.595204949,-0.138320446,1.12431848,1.157793283,1.281472325,1.033486724,1.344482541,0.611240029,-1.400704026,0.678408206,-1.434056163,-1.245203137,0.618879914,0.859921932,0.368851632,-0.231817842,-2.358297586,0.930476189,-0.261456728,0.167130232,1.031059861,0.053215288,-0.724526763,-0.222072601,0.318040401,2.567896366,-0.469453007,1.380312562,-0.064146981,2.406756639,0.472908616,1.745867848,0.523782253
32.0,32.0,,-1.867228508,-1.511232018,-1.06172049,-0.411757946,-0.936392188,-0.438491255,0.291710883,-1.191604137,1.699405432,1.79313159,-1.220889091,-1.508707523,0.848042667,-3.669724703,-0.857972085,1.61307013,-0.224319533,0.759577155,-1.644656301,0.764941216,1.103760004,-0.820589721,-0.958674431,0.14757964,-3.308655739,-0.518958569,2.052547216,0.330038786,-0.301769644,0.537260056,1.494091749,0.508712113,0.874319971,1.413297415,0.090195492,0.474004596,-2.010945559,-0.987144887,1.775045514,0.921309531,0.688016534,-0.803871512,0.858823478,-1.239310145,3.206190825,-1.254059672,1.429243088,0.248205081,0.053490095,2.120019913,0.20750621,-0.772984147,0.13352716,0.919330895,1.262965679,-0.555498719,0.236958802,0.599532187,0.221016809,1.438959122
32.0,32.0,,0.178224966,-1.579193473,-0.211099848,-0.363330603,0.393951982,0.001004329,0.22160691,0.441185594,2.753612995,-0.472182542,-2.739956617,0.194104314,2.39765501,-3.695492029,-1.30572319,1.378272414,-0.485841811,0.199525595,-0.168711126,0.888625205,0.456276625,-1.409446955,1.410949945,-0.382323474,-2.001113892,-0.030539073,1.771434903,0.351257801,-0.668680966,-0.827186465,1.080099344,-0.895607769,-0.942013681,1.753405094,2.187394857,1.278506875,-0.651003182,-0.964304924,-0.147041515,0.96161896,1.260738611,0.73657161,0.29501456,-1.974100709,1.524877429,-0.377626926,1.053753734,-1.639595628,-0.315954775,-0.476379156,0.802767396,-1.214149237,0.328960657,0.326417536,-0.448411494,0.586726189,0.995749533,1.262217522,2.675336123,1.834186435
32.0,32.0,,-1.737051368,0.947006822,0.599179089,-0.028366871,0.924215078,-2.784384966,-0.211115256,-0.628756642,3.688359499,0.427617699,-0.581498444,-0.726312757,1.360697865,-1.070497036,0.249771908,3.784245491,3.194084644,0.366712064,-2.277088165,-0.870492101,-0.704298556,-0.642109036,-0.557520866,1.315844417,-1.192278147,0.916157424,1.744040847,-0.851264358,-0.013878284,-1.777627349,2.091575146,3.052323103,-0.590287447,0.449824363,0.561361969,0.450319618,1.110868216,-1.92258811,0.810430646,1.17446959,-0.525766909,1.389838457,0.36710465,-2.941212654,2.697709322,-0.438482881,1.231767535,-0.432171792,-1.376732111,-0.01127973,-2.155753374,-0.474228352,-0.520995498,0.159607232,3.065104008,0.767510414,-1.322352886,0.875498235,-1.443474293,0.388976067
32.0,32.0,,1.383199215,-1.515823007,-0.777191937,0.464007288,1.569220662,-1.112643003,-0.754285097,-0.676847816,1.968565345,1.944114685,-1.754114628,-0.017997513,2.724488974,-3.397861719,-0.659475207,0.192733973,-0.481653005,0.181501508,-1.073717117,1.075915933,0.674110591,-1.2301296,0.941651225,1.098654866,-2.245079756,-0.014131838,2.283290863,0.101849258,-0.313686252,-0.311968446,1.450951457,0.905687511,1.119153619,2.693791628,1.363111019,1.210626364,1.039493203,-1.88902688,0.886595368,1.261363268,1.212007999,-0.753699064,1.201835155,-2.829495907,0.427007258,-1.514003873,2.189416409,1.01878345,0.756182611,1.107042551,0.084768593,-1.175485134,2.392290831,2.137462616,1.531652689,-1.088338017,1.174973965,1.304803014,1.403506994,0.750221252
32.0,32.0,,-1.577606678,-0.728559196,-1.295676708,-1.478289366,0.70338279,-2.459234715,-0.815159857,-1.298131227,1.410191178,-0.91437608,-0.092881136,1.654524922,2.517923594,-2.698692322,-0.791449547,2.248494864,-2.64258194,-1.241311669,0.346494526,1.384776831,-1.059949875,-0.025341721,-0.398394942,-1.421889424,-0.523662627,-1.304267168,1.129762173,-1.366992831,0.141247645,0.604988933,-0.696585834,1.762420416,-0.583336294,2.183520794,1.006317973,-0.784265995,-2.180861235,-0.380604446,-1.720530033,-0.842546821,-0.637217164,0.830890238,-0.403727472,-2.986715078,2.192759275,0.275190949,0.24276565,-0.052278765,-1.084798694,0.526280582,-0.20616205,1.243651748,1.825174809,0.641403615,1.874023199,-0.622360885,0.897934914,1.846925735,1.792210221,-0.082442947
32.0,32.0,,0.058560539,0.639457464,-1.531391978,0.451355278,1.180416584,-2.037039042,-0.012689741,-1.427345634,0.699837863,-0.355288208,-3.142544508,-0.983405054,0.674262822,-4.170139313,-3.545086145,1.729734898,-0.666934967,1.049508333,-3.114867449,1.989710808,0.130942419,-2.322382212,2.720994711,-1.419767499,-0.880800962,0.53112793,1.266277313,-3.553413391,-1.463468313,0.680582762,0.908291042,2.268612146,1.02763629,2.701847792,0.589693308,-2.43103838,-2.488353252,-0.685906112,-0.592889607,-0.513276577,1.902127743,-0.318471253,0.495922953,0.067009151,2.322863102,2.480202436,-1.764344215,-1.069962144,-0.364804208,0.511959791,-0.722377062,-0.38193959,1.344254375,1.923696637,0.845307171,-1.722335219,-1.349033713,3.843140364,0.9423576,-0.799129426
32.0,32.0,,-0.744487166,0.379737556,0.395552605,-0.036530349,0.199289635,0.332288802,-0.724225342,-0.136203527,2.672905922,0.453017294,-1.694393396,1.124115586,2.297739983,-1.794625282,0.430985123,2.355596781,0.973684847,0.153123066,-0.499426723,0.068113573,1.384848237,-1.546328425,1.076282263,-0.099234752,-1.43688643,-0.539431632,0.651101708,-2.713313341,-1.19664681,-0.146276325,-0.230440974,-0.509245574,-1.332832336,0.897334158,0.435974032,0.98697269,-0.498909295,0.631947756,1.556786418,-1.556628346,-0.107337415,0.827551126,-2.144215107,-2.36683774,2.70618701,-0.640956104,-0.959809601,0.885468721,-1.02193296,0.478812784,0.621792912,-1.079019666,1.50488472,1.691212177,1.515490174,0.519922316,-1.360263467,0.811577618,-1.388229012,0.555198729
32.0,32.0,,-2.405748367,-0.790567517,-1.006647229,0.322361588,-1.733139992,-0.409737557,-0.805146575,-1.413831472,2.240929127,2.102651358,-0.782049716,0.102511592,1.414057612,-3.807117701,-1.136308432,1.784353614,-1.077147961,0.059245795,-0.869947791,0.245033801,1.031725287,-0.379394203,-0.159248233,0.411481529,-3.666322708,-0.620050967,2.936863899,0.444994479,-0.335891187,0.284526467,1.371697307,0.199894562,1.267798662,0.391857386,1.220324874,0.801385164,-0.922852993,0.111330934,1.018736839,0.926006734,1.209104419,-0.11772234,-0.12740913,-1.75776577,2.172732353,-0.95744741,1.890034795,-0.543785751,0.538868368,2.536921024,0.761471808,-0.323876709,-0.300156325,0.799468458,1.212926388,0.325517029,0.179761976,0.530502796,1.732805252,2.188404799
32.0,32.0,,1.367040753,-1.584045529,-1.964385748,0.513869345,0.93945998,-1.00169003,-1.620576739,-0.641929507,1.65771389,2.289460897,-0.986826956,-0.241250813,2.637889862,-3.17177701,-1.476699471,1.200805068,-1.13822937,-0.114838891,-1.36747694,0.116725646,-0.730815411,0.594391823,1.248644352,-0.288869292,-2.241584063,0.005025914,2.314176321,-1.324507713,-0.019211367,0.154259399,0.440908283,1.62490952,2.887668848,1.783000708,0.500328839,-0.082062818,0.407861888,-1.574900627,0.91831398,1.769524217,0.283469409,-1.611125946,-0.06067685,-2.905935764,1.139710426,-0.63705647,1.61509037,2.659743547,1.353687763,1.715462327,0.315913647,-0.583945096,2.285114288,1.259991646,1.530670404,-0.901019752,0.816947758,0.466964573,0.763036847,1.54020226
32.0,32.0,,1.069502115,-2.184420347,-2.258958817,0.420444191,2.420422316,-0.280309707,-1.498255968,-0.249554276,4.664264202,1.215898752,-2.984136581,-0.320495874,2.771550417,-4.52127409,-0.949733913,0.599568486,0.164836869,0.494529575,-1.647041321,2.002013922,0.263315022,-2.155142069,0.425570279,0.921078205,-1.804128885,0.255866796,1.771899819,-0.915696144,0.561157048,-0.110321842,2.369421959,1.697878003,1.109257698,3.949067831,1.747831583,-1.246086717,-0.719764769,-1.898589969,-0.283155441,0.138684541,-0.595139027,-2.350667953,2.093634844,-2.232055187,2.78749299,-0.42224884,-0.103677221,0.438587904,0.834620118,-0.719906569,0.501205742,-0.251045614,1.947628379,1.279900074,1.313711047,-0.152548745,-0.026985835,2.695666313,2.029133797,2.044725418
32.0,32.0,,0.581113458,0.244332656,-0.932136893,1.618110776,1.475911021,-0.945764601,-0.799919844,-0.856018782,2.414327383,1.439336538,-1.784073234,1.529067516,1.318021655,-3.159962654,-1.687340617,-0.237440869,0.10587614,-1.654698133,-3.032657862,0.520828247,1.486782074,0.278805524,3.31550312,-0.10145881,-1.290894151,-1.825719357,4.498235703,-2.487531185,-0.364045352,0.726984084,2.267973185,1.336438179,3.161216974,0.684960425,0.252431601,-2.201221704,0.509777129,-2.068962336,-0.500525832,1.865278363,0.871989846,-1.057922244,1.080512404,-1.430949569,3.383342981,0.038958248,0.426739693,2.127354622,1.779644728,2.611872196,-1.923084617,-0.163998857,3.050919533,1.051490664,2.426380873,-0.356488794,0.504541159,1.404016733,-0.607298613,0.992522478
