Predicted labels before feature engineering,Predicted labels after feature engineering,No of new features,feature_8,feature_15,feature_24,feature_26,feature_28,feature_29,feature_35,feature_36,feature_44,feature_46,feature_58,feature_60,feature_86,feature_93,feature_102,feature_109,feature_113,feature_117,feature_143,feature_145,feature_170,feature_174,feature_178,feature_182,feature_201,feature_207,feature_209,feature_219,feature_222,feature_226,feature_229,feature_232,feature_233,feature_238,feature_256
25.0,25.0,,1.934368491,-1.153482199,2.542871237,3.99890399,-2.473266125,1.234154224,-0.825077057,-1.30588448,-1.466930866,-0.517980158,0.434641302,-0.675693631,1.761989713,-0.671733856,-3.899407387,1.012299776,-0.549147248,-1.271985173,0.993514419,2.776736259,1.666252375,1.960579395,-2.081918716,-0.560694933,0.877325118,0.357998997,1.032734156,-0.423141092,-1.881643653,-2.178821325,1.087285995,1.332785845,-0.688448787,-0.494059771,-0.198564947
25.0,25.0,,2.181040287,-0.64919126,0.213286549,0.053608831,-0.441323042,-0.127049744,-0.642180562,3.537593126,-1.172309279,-0.890277207,0.819138288,-3.043656111,-0.941421866,0.027745031,-0.129893616,1.246901989,-0.379236728,-2.386082888,-1.463159323,0.294264764,-0.533144176,-1.024467707,-2.213798285,0.476555228,-0.41797027,1.14162612,0.963436067,-0.160734102,1.984158158,-0.186712325,1.448106885,0.333250612,2.507157326,-1.668270707,-0.97654134
25.0,25.0,,0.782556951,-1.397168875,0.935375035,-0.28746599,-1.424946308,-0.54257828,-0.670616746,3.266456366,-2.36666894,1.377684712,1.393869042,-0.889313579,-1.939307809,1.794165373,0.332203627,-0.47764048,-3.601286173,-3.337026119,1.352650166,1.947747946,1.438268542,-1.987531304,-0.075191081,2.634634256,0.521686852,0.587793171,-0.384263128,-1.011860728,0.255658656,0.587559223,0.439682007,2.381404877,0.796611786,-1.2419101,-0.458202451
25.0,25.0,,2.673996925,-2.623063564,1.364228964,0.939251423,-1.046326518,-0.24479872,-0.737824738,2.550284624,-1.646342039,-0.063378707,2.816505432,-2.44949007,-0.078311659,0.460812181,0.126344174,1.007535219,1.386755705,-2.286767244,-0.267811179,0.656885207,-0.985379338,-0.233524293,-1.581832886,0.327750593,-0.673043966,-0.136719152,1.656999469,0.164484456,-0.201580077,-1.043423891,1.246705174,0.579502761,1.872912765,-1.706767321,-1.164095044
25.0,25.0,,0.67909807,-1.969855547,-0.43411696,-0.254934192,-1.097638369,0.33114478,-0.14509657,0.084751397,-0.460926622,0.134701326,-1.530899763,-1.569295168,-1.397808433,-1.42450881,-1.674764156,-0.105870858,0.23870407,-1.153182507,-1.077671766,1.420366168,0.292967409,0.340058595,-1.748170495,1.560305595,-0.723406076,-0.152569085,1.734328032,-2.210094929,0.333596885,0.15525493,0.871372402,-0.985651553,1.052117109,-1.650269747,-2.570271015
23.0,23.0,,1.404993176,-2.201152325,0.111380011,-0.013795114,0.087093107,-0.018960383,0.467474908,2.47743392,-3.340627432,-0.464422196,-0.641145945,0.222808957,-0.790208876,-1.081804514,0.342983007,-0.237376422,-3.190632343,0.181692243,1.463579416,2.439148426,-2.212329388,1.200725198,0.231769502,2.543640614,-0.514846683,-0.872059584,1.249397516,0.190315887,-0.577451527,-1.569361687,-0.862755179,0.850266099,0.739610136,-2.87369895,-2.064495325
23.0,23.0,,0.869906485,-1.643381,1.754857898,0.887310445,0.028817752,-0.433643311,0.587268293,0.57783103,-2.509800911,0.653369546,0.305530906,0.426742822,-1.403238535,-0.902591288,-0.045470271,-0.557493389,-3.385718584,-0.10822355,0.839111984,2.847829342,-0.851921856,0.280367225,-1.281927705,2.754094362,0.029943006,-1.141982198,0.426086158,-0.694014013,-1.827292919,-1.639996767,-1.01196897,1.817376971,-0.674669027,-2.718142748,-2.484560728
23.0,23.0,,1.294675112,-2.393687963,2.189007044,0.537073791,0.020378144,-0.95443511,2.449959755,2.618312359,-4.175890923,1.284886599,-0.407627881,0.312474608,-1.875787497,-1.490062714,0.252836674,-0.695033789,-4.855576038,-0.246265471,1.197361231,3.246819019,-1.60699904,2.295968533,-1.974399924,3.44952178,-0.961655736,-1.637545705,1.195210218,1.219475031,-1.209044933,-2.297451973,-1.753457189,1.083827496,0.023388624,-4.50767231,-2.549420357
23.0,23.0,,1.220760584,-1.661349773,1.756232142,1.192561984,-1.665092707,1.04272294,1.692494869,1.742636323,-3.144055367,-0.011173175,0.467310846,-0.400622308,0.387609124,-1.182650447,0.007124883,-0.839510977,-1.816713452,0.456383079,0.447682589,2.0255723,-1.01210165,2.911385059,-1.358046293,3.622148991,0.895039558,-1.125686646,1.124478459,-0.99219811,-1.352653503,-1.106429935,-1.374782801,0.514508903,-0.319451928,-1.961881638,-2.427418232
23.0,23.0,,1.208991766,-0.963700056,2.334954262,2.719183683,-1.679201007,-0.379674286,1.386191726,0.273529679,-1.714083672,1.237958431,0.609140098,0.106189363,-0.823732257,0.665848315,-2.131819963,0.96527642,-1.028809905,-0.55852747,0.899531603,1.592619538,-0.863887787,1.625095606,-0.787069201,1.844434977,1.429281473,-0.168610603,1.955861568,-1.368548632,-0.931622207,-1.402242064,0.229130089,1.270481706,0.796923697,-0.682887256,-1.936851859
23.0,23.0,,0.764800191,-2.580669641,1.534008861,1.270601869,-1.136376143,0.062751219,2.383121252,-0.440847337,-1.297575235,1.09738493,1.17293179,0.866671622,-1.707974076,-0.914279699,-1.61059165,0.02415459,-1.725112081,-0.870414495,1.18158102,3.525173426,-0.57714653,2.080166578,-2.124112368,3.15844202,-0.352120399,-2.182796717,2.672665834,-1.662298918,-2.929008961,-1.118422747,-1.146329761,-0.152432919,-0.241714954,-2.114982128,-3.485898018
23.0,23.0,,0.211801514,-1.363849759,1.004459977,2.099304438,-0.475170046,-0.067062341,0.198070288,0.225609139,-2.479575872,-0.951180458,1.099334121,-0.9103176,0.200118497,-1.848926544,-0.513520181,0.45542869,-0.585323751,0.291987091,-0.679943562,0.837232113,-1.929910064,1.934393883,0.220794633,2.392666101,1.115857005,-0.808980942,1.00027597,-1.298758149,-0.909430683,-0.538514197,-0.946506977,0.685648143,0.4776465,-0.877156317,-2.503476143
23.0,23.0,,1.60647738,-1.366083741,2.527006626,1.896087289,-2.404365301,0.114326,0.287523985,0.09499836,-1.963652968,1.564749837,1.016845584,-0.492706984,-0.592403591,0.653767169,-2.783438444,0.088397264,-1.34674418,-1.503023148,0.797991037,1.076741099,0.005331278,1.112172723,-0.679319382,2.277608395,0.608996391,-1.447904587,1.478780627,-2.417636871,-0.998700678,-0.675497234,-0.154608503,0.319713026,1.560222507,-1.141536832,-1.572300911
23.0,23.0,,1.547695398,-2.679527283,0.89668262,2.989613056,-0.688674629,-0.959569275,1.269018888,1.37935698,-2.248437881,-0.492129683,0.920219839,-2.102885723,0.154612213,-0.11319828,-0.738383174,0.92625618,-1.10210669,1.138687849,1.807352901,1.660871625,-2.821538448,0.662827194,-1.512184739,4.097850323,-1.451044559,-1.375674009,3.397928476,-0.776999354,-0.636402011,-1.279611111,0.456712663,0.803724647,-0.971786618,-1.91123271,-3.572044373
23.0,23.0,,1.405056596,-2.660974741,2.430631161,1.776864171,-1.588758826,-0.649765909,0.964111149,0.628461599,-0.33551994,-1.193829179,0.217932805,-1.945906997,-0.712097943,-0.986226022,-1.146292567,0.7167871,0.068262137,1.895881057,-0.669440269,1.793965697,-1.058862329,1.083205223,-3.13234973,4.174095631,-1.682404518,-0.923253119,2.148730278,-0.99699688,-0.584873855,-1.719118476,-0.308887005,0.897464454,-1.548255801,-2.732722521,-3.384702921
26.0,26.0,,-0.230136916,-0.447213411,-0.705990076,2.758945227,0.606563807,-0.194919452,-1.774097919,0.62824589,-2.481115341,0.759358227,-0.591405451,0.646544695,2.355551004,-0.863190234,-1.464560628,1.592042208,0.692180216,-0.186131105,1.179601431,0.292252153,-0.171585262,-2.064550161,-1.056838036,-0.584799111,3.252053976,-0.375046939,0.611896098,-0.381097615,0.969335794,0.266477555,1.37592113,1.115581632,3.788799286,1.73447299,-0.075309657
26.0,26.0,,-0.354162335,-0.273227066,2.065338612,2.793251038,-1.174758077,-1.603162169,-1.311609507,0.733513415,-1.913078547,0.027213795,1.612017035,-2.026525259,-0.46660018,0.690079093,-1.220045328,0.487010509,-0.147233024,-1.295238972,-0.791080177,-0.230782345,-1.36039567,-0.259864986,-1.699309349,0.233588114,1.133773685,0.263124913,-0.323838443,-1.252905369,-0.010959236,-0.59023428,1.724214911,2.009263754,2.121716738,1.079930305,-0.076165728
26.0,26.0,,-1.060008287,0.05470629,1.277586579,2.045353174,-1.856923342,-0.052775469,-1.341181278,0.660638869,-2.211127281,-0.072173566,0.454738945,0.28174752,0.435398996,1.864370346,-0.623617411,0.233212173,-1.143983841,-0.009784818,0.85961014,0.888891697,-1.290052295,0.203437865,0.27229917,1.691144943,1.543216467,-0.657292902,0.277847528,-1.55943954,-0.980728149,-0.988181591,1.621627569,2.513635159,1.164109111,2.135020018,-1.878471017
26.0,26.0,,-0.60964638,-0.737180114,-0.814974725,1.207229257,0.669178009,-1.221138835,-1.895666957,0.871304035,-1.977847219,0.425516695,-0.773157179,-0.436356515,0.186985314,1.267257094,-1.351719379,0.241343781,-1.586324334,-0.336964488,-0.415236741,1.588273525,-1.24973166,0.682367027,0.887327969,1.337192535,0.701789021,-0.018250884,1.027820826,-0.828665197,-0.979824424,-0.32742849,1.613996744,1.395527363,1.742379665,-0.648468375,-0.783639669
26.0,26.0,,-0.821748555,-1.345718741,0.030376459,3.049283981,0.26171723,-1.172567368,-2.503031015,1.004272223,-2.037204981,-0.938144684,0.467975765,-1.085144997,1.209820271,0.720719278,-1.500194192,1.905101776,0.530293524,0.537985981,-0.111138433,-0.787332714,-2.651719332,0.589111924,-2.267542124,-0.029075421,0.535411417,0.196868345,0.360169202,-0.034619808,1.267143607,-0.735054314,2.086623669,0.956385255,0.274197668,0.875664651,1.446710944
26.0,26.0,,-1.512178063,0.112866275,-0.335768282,3.234124422,0.998209,0.199767813,-2.404591084,0.427499831,-1.554777622,0.59192425,1.729427934,0.890455902,1.183820128,0.996465027,-1.123343229,0.263510406,0.324155867,-0.791453779,1.003282309,-0.207094997,-1.910956621,0.517099917,1.641560793,-0.291878909,2.085804224,-1.287374377,-0.764105737,-1.08829391,1.825272083,-1.094486117,2.69676137,1.98752737,1.436003923,1.43059206,1.917011261
26.0,26.0,,0.445786297,0.941387594,-0.518299878,1.261670589,-0.446030706,-1.287353039,-1.443270206,1.819759369,-1.348577857,-0.257801414,0.201915473,-0.684753478,-0.088516206,1.171182752,-0.738797009,0.241562322,-1.259942889,-0.067907467,-0.340689927,-0.44536382,-1.733026981,-0.955943167,0.13934873,1.313343406,0.705651343,0.555151403,0.17827785,-0.472058654,-0.160290927,-0.579992235,1.998871922,1.27442801,1.893694878,0.232815042,-1.439863443
26.0,26.0,,-1.052587867,1.075424552,1.521922827,1.728469491,-1.624520659,-0.005209872,-1.357006669,0.364860892,-1.573859811,-0.63916719,0.782725811,0.182002828,0.415153235,1.744435549,-0.850755572,0.602806509,-2.59787941,-1.357971072,1.616977572,1.52977109,-1.421574593,0.15532504,-0.667988598,1.980879903,2.230088711,-1.413023949,-0.614703,-1.436543226,-1.665078998,-1.907081246,2.040330172,2.787566662,0.968404293,1.449527144,-1.652012706
26.0,26.0,,0.167146683,-0.985627532,-0.5956707,1.843260527,0.95881933,-0.367230982,-1.184923291,1.67430079,-2.59034133,0.373375893,-0.713728428,-0.302244544,2.609949827,-0.997531414,-0.953872979,2.284860611,0.898154199,-0.602199852,0.77709353,1.030798078,-1.092395782,-1.777268648,-0.858046055,-0.358444512,2.884124756,0.104580447,0.616659343,-1.017952681,1.019214392,0.240537897,0.529978693,1.069686651,3.644130468,1.399747491,0.105431132
23.0,23.0,,2.60663414,-3.027374744,3.668912888,0.047490869,-1.837381244,-0.709427476,0.199819207,2.644821405,-1.532630444,-0.705381393,1.038794518,-4.392958641,0.659488082,-0.361276925,-2.070580006,2.332641602,0.301790535,-0.252519459,-0.725451469,1.794424534,-1.980500698,1.718714952,-3.191814423,2.638201237,-0.208357438,-1.626711488,1.783657193,0.080582559,0.560464084,-2.281942844,1.821143508,0.087826572,1.635009289,-2.716282129,-1.948181868
23.0,26.0,,0.447243899,-1.010460258,2.27381444,0.160223022,0.351294398,1.475365758,0.103324227,-0.701872468,-1.625636578,1.133767009,1.728545427,-0.936174452,0.825020552,-1.35005641,-3.009881973,1.107245088,-0.406473637,-1.574056029,1.274356365,1.410626173,0.425322324,0.417768598,-2.666275978,0.322305262,1.05534029,-1.653823495,0.357676625,-0.134363681,0.231361762,-0.54596895,1.48342669,-0.999761879,3.03984642,0.097351432,-1.272703886
23.0,23.0,,0.489936382,-3.06407094,4.139783382,-0.403456539,-0.808683097,1.341137409,0.782654643,1.427875876,-2.139695406,0.748261988,0.93022567,-1.950249076,0.70492965,-1.639961958,-1.711829066,1.548079371,-0.494240135,-0.830284238,1.32694757,2.254639864,-1.55475831,2.838505507,-2.144263506,1.727099776,-1.06991446,-1.647775769,1.849842668,0.91365695,-2.310782194,-2.92869091,0.823401332,-1.530662537,0.257717341,-1.962318778,-2.179643393
23.0,23.0,,0.745022297,-2.017332315,2.875863552,0.438265622,-1.50624001,-0.140621275,0.68626833,0.690740466,-1.046580672,-0.339676321,1.375495672,-3.93144536,0.855760753,-0.114052273,-2.732136488,1.820223451,0.614955604,0.60991323,-0.651167154,1.646806002,-2.072556734,1.617217302,-2.289499283,2.631794453,-1.433351517,-2.492683411,1.764057517,0.47848469,0.617947936,-1.631267905,1.75706172,0.563631177,0.394926161,-1.895484686,-1.44250524
23.0,23.0,,0.97930634,-1.033075929,-0.902633011,-0.389161915,-0.477943212,1.020958781,-0.566499054,1.548628449,-2.75526309,0.436528325,0.746683359,-1.594712615,0.267783642,-2.542165518,-1.321518064,0.539446056,-0.337528139,0.569494247,0.098965272,0.17864272,-0.683675826,-0.261109471,-1.51047194,0.869863272,1.974490523,-0.640033841,1.421752334,-0.554950953,-1.032781005,0.481322825,0.594187021,-0.789612949,2.208496094,-0.421665937,-2.567250252
23.0,23.0,,0.584512293,-1.617341399,4.47301054,1.730866432,0.177038372,0.50255543,0.145404726,-3.296252728,-1.265785456,-1.341477871,1.646489978,-0.501050472,0.707536578,-2.389840364,-3.580214739,0.449072629,-0.118213281,-1.414677262,0.612038732,3.163683653,-1.412061453,3.067112923,-3.140095711,-0.887399912,1.005351901,-0.9609465,-0.251608849,-1.539823651,-1.592226863,-2.858565569,1.8086133,1.351136327,-1.357796073,-0.5676319,0.858571708
23.0,23.0,,2.880222321,-2.600145102,2.902120829,-0.947293818,-0.766149163,-0.13616997,-0.118670754,1.887822509,-1.092477798,0.366538912,0.720106781,-2.561299086,0.292567462,-1.389353395,-0.428300232,0.959668756,0.385369718,0.276388556,-0.126543149,1.357433796,-1.186245322,1.75315249,-1.06359911,1.521676898,0.050762422,-1.200695634,2.16117239,0.185842246,-0.11950808,-1.56814754,1.973989487,-0.792417288,2.482199669,-1.941370606,-3.308555126
23.0,23.0,,1.815838337,-0.873088121,2.347156763,-0.204456672,-1.44213438,0.614282966,0.703805447,-0.564157069,-1.093090177,1.186093092,3.155670166,-1.331176996,0.277104497,-0.039138634,-2.596204519,-0.759028375,-0.531832397,-1.582730055,0.053446982,0.798779666,-0.675448477,2.101253033,-0.58229214,0.628510773,0.233744681,-1.989048839,1.110067368,-2.034919739,0.716757715,-0.147127613,2.288724184,-1.293473244,1.743314266,-0.194167838,-1.448473215
23.0,23.0,,1.076601982,-1.686822057,4.191955566,0.975728393,-1.133879781,1.886846066,0.171792164,-2.965626001,-1.34982729,-0.984154105,2.398290873,-1.282720566,0.425889283,-2.278778315,-2.818693161,1.026877165,0.492465138,-1.230773807,0.150063857,1.575040936,-1.172160268,2.841804504,-3.785299778,-0.519721031,0.310720056,-1.172739863,-0.318230033,-1.430628419,-2.349606991,-1.62427032,0.438302726,0.001670469,-1.867854357,0.118240573,0.371765614
23.0,23.0,,0.100002483,-1.769668341,2.573577881,0.574109435,-1.045433879,1.818144798,0.369595379,-0.041820001,-2.146538496,-0.160467789,0.888408065,-4.091603279,1.742569327,-2.477771997,-3.622276783,1.250992775,0.136160374,-0.528649926,1.290323734,1.215327024,-2.69823575,1.891333342,-2.594059467,1.804651499,-1.15736258,-1.714007378,2.185919285,0.392918199,-1.192208529,-1.911460161,1.285017371,-1.282223701,0.58054626,-1.400444269,-1.917709947
23.0,23.0,,0.605884314,-1.180043817,1.032818794,0.115523413,-1.311843514,1.167244434,-0.344041616,-0.191622302,-1.621357441,-2.126283646,-1.021905541,-1.94913888,0.600984335,-0.870687127,-2.283409595,1.483907938,-0.465518147,0.077119827,1.345477462,0.127496719,-0.922582567,0.991179049,-2.209216595,1.493392944,0.379438967,-0.630658388,0.136705294,-0.294212461,-0.800784647,-0.576776445,1.430038691,0.454487085,1.66696763,-0.608281314,-0.202650994
23.0,23.0,,0.203076512,-1.572530746,0.797888756,-0.225483268,-1.1541785,0.620423853,0.315442622,1.621068239,-2.535925865,0.616644621,0.149456918,-0.605695844,0.950216591,-1.484775424,-1.416667104,0.44967404,0.511644125,1.513797164,-0.274978071,0.70431006,-0.694933891,1.519527316,-1.815143704,1.758252859,0.399879724,-0.545208931,1.076446772,-0.362635046,-1.143270493,-0.43877241,-0.560171962,-1.374508739,1.094482899,-1.233977318,-1.958524704
23.0,23.0,,0.42879355,0.363238245,1.738000274,-0.203348279,-0.810310304,0.911817014,0.252109945,-1.573962688,-1.416570425,0.582605004,3.582285166,-1.629079342,-0.73322165,-1.709183097,-2.615094185,-1.290061235,-1.404604554,-1.891302705,0.928340197,-0.153461933,-1.574722052,1.091722608,-1.500455379,1.68034935,-0.158443242,-2.531699181,-0.857221365,-1.379179358,-0.062888779,-0.452323496,2.010319471,-2.130554438,1.118974328,0.393042117,-0.493207991
23.0,23.0,,0.730675161,-0.889245749,0.344743252,1.369089127,0.496748328,0.537881851,0.144856721,0.458283603,-1.409631729,-0.797548354,-0.200669482,-1.869790316,1.83559525,-1.923361301,-2.892060995,2.377182484,1.396000028,-0.95641607,0.74559468,0.651821911,0.110327952,-0.257511705,-2.443172216,0.410303533,1.868803859,-1.693470001,1.253584027,-0.232623234,0.743386805,0.8951841,1.444834232,-1.0993402,1.80408442,-0.332850367,-2.324012995
23.0,23.0,,0.429089427,-2.653506994,3.492884398,0.337281436,-1.615339756,2.108551741,1.168275833,-2.107064724,-1.528070331,-0.083671257,2.899851084,-2.890995026,0.923544526,-1.967264056,-3.046797752,0.313387811,0.725362241,0.047946043,0.018519402,1.178333521,-2.491614342,3.040959835,-2.910346985,1.312946081,-1.615648985,-2.291396141,1.545899153,-1.141797304,-1.541378617,-2.009525776,0.340048462,-0.733479798,-1.329344511,-1.685011029,-1.890817523
23.0,23.0,,-0.15246512,-1.445192814,3.365103245,1.297585607,-0.24647513,1.529590964,0.204141229,-1.327113032,-1.860381365,0.361966938,1.36501193,-2.429506063,0.655379236,-1.343577504,-2.667208672,0.859936237,-0.56262219,-0.645084381,-0.208261997,0.818516493,-1.376579881,2.600676537,-2.602254152,1.210221648,-0.797196269,-1.839727283,1.486345053,-1.370110631,-0.792050779,-2.857348204,1.083673716,-0.866367817,-0.773624897,-1.099430799,-1.924446702
26.0,26.0,,-0.310176313,0.083577417,-0.156107575,0.25732699,-0.384895384,0.758019626,1.317482948,-1.541877985,1.359620214,-0.610523939,-1.741960287,1.347546935,-1.877579689,0.087519415,-2.6983428,0.834665895,1.108020067,2.611303329,-1.077376842,0.746519566,0.121271327,1.113936186,-1.263756871,1.98748672,-2.460426331,0.802256346,2.88440299,-2.022799253,-0.218796313,-0.194179922,-1.939296007,0.578707278,-3.042022943,-1.378136158,-1.774103045
26.0,26.0,,0.723959208,-1.147061706,1.543023109,0.44759199,0.136612251,1.441689849,1.233728766,-2.91168046,1.943238378,0.928425133,0.328438848,0.389573395,-0.874312222,-0.503080785,-3.508197784,-1.761569023,1.187659502,0.802375972,-0.189919576,1.684041381,-1.00492239,2.673158169,-2.723915339,2.580646038,-3.408949137,-1.022385955,2.629322052,-2.400207758,-0.150810748,-1.592345834,0.526980758,-0.668321788,-5.438934326,-2.087427139,-3.169916868
26.0,26.0,,-0.386727154,-1.777105451,0.501000524,1.379036784,-1.52363646,1.240785003,2.8622365,-1.395900249,1.41701138,0.893048286,0.060347654,-0.626499355,-1.708028316,-1.627487779,-2.733636618,-0.044816494,1.2172755,3.181220293,-1.442452312,2.451669455,-0.100837514,0.067516178,-4.124465942,2.489533186,-2.399957657,-0.201748818,1.88210547,-2.543119431,-0.584790528,0.177369446,-1.690853357,-0.385699004,-3.47917366,-2.146651745,-2.762527227
26.0,26.0,,1.902679682,-0.17365782,1.004827976,-0.403147817,-0.457441062,2.342134476,0.830696821,-1.091351986,1.34812057,0.540805757,0.711530209,1.042743087,-0.361710578,-1.540188909,-3.122401476,-0.439092904,0.029309943,-0.432981133,-0.246000603,0.486843377,-0.486589938,-0.047080692,-5.583829403,1.790187716,0.942714214,-1.492750645,0.946694255,-3.471886158,1.631196499,0.120210081,0.970382273,-0.839360714,-2.46862483,-1.069464684,-2.992089272
26.0,26.0,,0.362564117,-0.695513606,-0.084335275,2.119730711,1.079876781,1.919127226,0.088806152,-1.779229164,2.288682461,-0.709390521,0.745730937,-0.999291658,-1.456715345,-0.950794101,-2.237335682,1.470718622,3.393291712,1.502568364,-0.953379095,1.612779498,-1.700912118,-0.570501328,-4.549976349,3.283503294,-3.514163256,-1.360718012,2.008846998,-2.291548252,1.927958727,-1.03571701,0.033096589,-0.467341632,-1.925867319,-1.351428747,-2.717935085
26.0,26.0,,0.497282982,-0.975005388,0.41198808,1.141633987,-0.037759393,0.64555639,1.841494322,-2.069274902,1.817179441,0.776168525,0.798876524,0.954477966,-1.614749789,0.044372138,-2.716338158,0.136690915,1.351594329,1.207010508,-0.936068594,1.760346413,-0.413041651,0.88624078,-3.690228462,3.107776165,-2.619379759,-3.00705719,2.807789326,-2.535943508,0.123295724,-1.377042532,-1.161223531,0.545093954,-4.991324425,-1.956880093,-3.86703825
26.0,26.0,,0.233957082,-0.806071758,0.824170649,1.424546242,0.338724315,1.266757607,0.888830304,-1.312576056,1.757339716,1.190057397,0.857525647,-0.562948585,-1.383323193,0.13850385,-2.949685335,1.859625816,2.90442872,2.652345896,-0.757493198,0.702679515,-2.642633677,0.324888736,-4.289525986,2.121011972,-3.574343204,-0.219564006,4.000402451,-2.465802908,0.175521597,-1.671399355,-0.767028987,-0.925148606,-2.876387596,-0.915929317,-2.327871561
26.0,26.0,,1.728521705,-0.78672725,0.481505454,-0.54137969,-0.077737682,0.757331431,-0.049247455,-2.860720158,1.752437949,1.017676473,1.701638341,0.837147355,-1.301633,0.400351495,-0.029699739,-0.061185297,1.288669705,0.70983237,-1.396173,1.698231459,-0.386940628,0.226128742,-2.515002728,1.639968991,-0.278509408,-2.097648859,1.880926847,-3.962843895,-1.373250127,-0.305414677,0.207411334,-0.159916744,-4.006573677,-2.256726503,-4.846221924
33.0,33.0,,0.536302626,-1.185353518,1.052246571,0.493026733,0.246972948,0.10205432,-2.77540493,0.495477676,-1.258459091,-0.760098279,-0.585142195,-0.074348561,0.299715906,0.713423967,-1.473520041,0.804907799,-0.743074179,-1.109372258,1.838494301,-0.725882947,0.820120335,1.620768785,0.562819004,0.165503681,0.787115693,0.202424631,-0.046931185,-0.166741416,-0.074563272,0.000594515,1.432962656,0.41687566,1.74580431,1.342434049,0.964517951
33.0,33.0,,0.779425681,-1.694963694,2.556891441,0.974375546,0.336276978,1.523763418,-2.250357151,0.810319901,-2.348353386,-1.392092109,0.228399947,-0.425593674,1.323675513,-0.545159042,-2.341310024,1.086705804,-0.71751821,-1.674986601,3.150975943,1.2421453,-0.307826608,2.482954025,-1.20307374,-0.13769874,1.803201437,0.118274532,0.809502423,-0.071299888,-0.1292613,-1.028426647,1.126824617,0.729150116,1.122029305,1.361026406,1.232323289
33.0,33.0,,0.535957813,-0.276779324,1.714754462,0.708239853,0.566629469,-2.714807272,-1.700074434,1.198142409,-2.121271372,0.410450459,-0.401921004,-0.834739089,-0.629678547,1.466048241,-2.998809338,0.735581934,-0.263672143,-2.495550394,1.636322975,1.453908324,-3.050228834,1.326479077,-0.367380202,1.603057265,0.535078943,-0.484353065,0.309462577,-0.363164485,0.095262252,0.518319726,1.467276573,0.915623248,2.464365244,1.310610652,-0.737406313
33.0,33.0,,2.696813345,-0.564851999,3.49955225,2.305426598,0.869906962,1.782350063,-2.962172985,0.240469828,-1.789266467,-0.691591918,-0.857849777,-0.044679437,0.356153965,-0.647049844,-1.957787156,1.077406168,-0.352379918,-2.397770882,1.225055456,1.235721946,0.19536449,1.498849869,-2.247364521,0.350672632,0.233290523,1.378648162,0.371642977,-0.225528613,1.159848571,0.04706677,0.264484495,0.362754881,0.108859465,1.910816312,2.523188829
33.0,33.0,,0.15659669,0.527485192,0.688664854,1.28933394,-0.961511314,1.100896597,-1.01172936,2.041682482,-3.256263256,0.409979522,0.613408804,-1.832758307,0.623014331,-0.475339711,-0.971831977,1.030133367,-2.295684576,-0.746704996,0.780976236,1.162345171,-2.768172264,-1.046740055,-1.863171101,2.553015232,-0.008191236,0.255003452,-1.128987193,-1.352273941,-0.317397118,-0.445657998,0.352086395,0.245578796,2.548876524,1.019745231,-0.92640245
33.0,33.0,,0.126719534,0.256588727,1.554685116,1.137293935,0.203394622,-1.156046271,-1.69863832,1.639804482,-2.649678707,0.643853664,-0.323355377,-0.18067956,0.61411351,-1.424776793,-2.306504011,1.416891575,0.054873973,-0.03302218,0.705366731,1.332333565,-1.576470613,0.165201426,-2.191340923,1.754404306,0.879459381,0.017737709,0.004303057,-0.999275804,0.045293927,0.556795359,1.422337413,0.133673549,1.317139149,0.666567743,0.073634654
33.0,33.0,,1.35721004,-2.06661129,2.703396797,0.246632829,-0.503699183,-1.691950202,-1.282787919,1.771070957,-3.03650403,0.157326698,0.04848285,-1.675662875,-1.059134483,0.45410955,0.232035011,0.266959757,-0.744436681,-1.165359378,0.402094305,0.864386678,-1.281926751,1.228606105,-2.651278257,2.703591585,0.825534642,-0.202251777,0.240659446,-1.216250539,0.910030663,0.63203764,0.678142548,0.7031129,2.419271469,-0.371986657,-0.502541244
33.0,33.0,,1.189189911,-1.25053215,3.565446138,0.569724143,-0.50734061,0.767968476,-1.23060143,-0.237775236,-1.121569395,-1.35376358,-0.807439029,0.068845429,-0.802782297,-1.027148128,-2.508944273,0.803144217,1.079394579,-1.517343402,1.672748923,0.794645905,-1.507618308,1.841580868,-3.058805227,0.391208977,0.92488873,-0.401870191,0.581345141,-1.026728749,-1.11413312,0.68751055,0.475452989,-0.827097654,-0.123778008,0.174992621,-0.219821692
33.0,33.0,,0.381546199,0.218365923,0.458537459,0.793329477,1.081415653,0.336840272,-0.007639928,2.745945692,-2.409787178,0.469946176,0.093761094,-0.909598589,1.594901204,0.172590151,-0.237117857,1.507199407,0.42798841,-0.806356072,2.529233932,0.523826957,-0.800465822,1.412523389,-0.630414486,0.820670366,0.155736312,-0.986951292,1.229985476,1.460229039,1.736358643,0.619734824,0.603080571,-0.247782484,4.302008152,0.834261835,-0.610869229
33.0,33.0,,-0.499141186,-1.484870553,1.787671924,1.1385535,1.509623051,0.93131429,-0.353306711,1.286803603,-1.210572481,0.290239066,-0.591515064,0.896815896,-0.213629782,-1.137750626,-1.301763415,-0.614205778,0.152376786,-1.136493325,2.027746439,1.585851789,-1.093117833,1.699178696,-2.826599598,0.454830617,-0.91042465,-0.753469408,0.118228026,-0.24307543,0.291578561,-0.345405966,0.630319059,-1.147822618,0.698597372,0.341829896,0.998720706
